gene_id,name,chrom,start,end,strand,length_bp,source_sheet,source_row,source_chrom,source_start,source_end
usg:2435636-2436649:-,usg,NC_000913.3,2435635,2436649,-,1014,Supplementary Table 1,2306,MG1655,2435636,2436649
kdpC:724407-724979:-,kdpC,NC_000913.3,724406,724979,-,573,Supplementary Table 1,2307,MG1655,724407,724979
rtn:2270726-2272282:+,rtn,NC_000913.3,2270725,2272282,+,1557,Supplementary Table 1,2308,MG1655,2270726,2272282
apt:491412-491963:+,apt,NC_000913.3,491411,491963,+,552,Supplementary Table 1,2309,MG1655,491412,491963
glcB:3121634-3123805:-,glcB,NC_000913.3,3121633,3123805,-,2172,Supplementary Table 1,2310,MG1655,3121634,3123805
fadH:3231665-3233683:+,fadH,NC_000913.3,3231664,3233683,+,2019,Supplementary Table 1,2311,MG1655,3231665,3233683
yidQ:3867728-3868060:+,yidQ,NC_000913.3,3867727,3868060,+,333,Supplementary Table 1,2312,MG1655,3867728,3868060
yjjA:4599695-4600189:-,yjjA,NC_000913.3,4599694,4600189,-,495,Supplementary Table 1,2313,MG1655,4599695,4600189
rssB:1290242-1291255:+,rssB,NC_000913.3,1290241,1291255,+,1014,Supplementary Table 1,2314,MG1655,1290242,1291255
kbaZ:3278914-3280194:+,kbaZ,NC_000913.3,3278913,3280194,+,1281,Supplementary Table 1,2315,MG1655,3278914,3280194
tufB:4175944-4177128:+,tufB,NC_000913.3,4175943,4177128,+,1185,Supplementary Table 1,2316,MG1655,4175944,4177128
rdlC:1270393-1270460:+,rdlC,NC_000913.3,1270392,1270460,+,68,Supplementary Table 1,2317,MG1655,1270393,1270460
sapD:1352636-1353628:-,sapD,NC_000913.3,1352635,1353628,-,993,Supplementary Table 1,2318,MG1655,1352636,1353628
creD:4638178-4639530:+,creD,NC_000913.3,4638177,4639530,+,1353,Supplementary Table 1,2319,MG1655,4638178,4639530
ptrB:1926779-1928839:-,ptrB,NC_000913.3,1926778,1928839,-,2061,Supplementary Table 1,2320,MG1655,1926779,1928839
ybjI:885316-886131:-,ybjI,NC_000913.3,885315,886131,-,816,Supplementary Table 1,2321,MG1655,885316,886131
ftsX:3601028-3602086:-,ftsX,NC_000913.3,3601027,3602086,-,1059,Supplementary Table 1,2322,MG1655,3601028,3602086
rhlE:830872-832236:+,rhlE,NC_000913.3,830871,832236,+,1365,Supplementary Table 1,2323,MG1655,830872,832236
insL1:15445-16557:+,insL1,NC_000913.3,15444,16557,+,1113,Supplementary Table 1,2324,MG1655,15445,16557
insL1:608065-609177:+,insL1,NC_000913.3,608064,609177,+,1113,Supplementary Table 1,2325,MG1655,608065,609177
insL1:2514331-2515443:+,insL1,NC_000913.3,2514330,2515443,+,1113,Supplementary Table 1,2326,MG1655,2514331,2515443
yigE:4000292-4001056:-,yigE,NC_000913.3,4000291,4001056,-,765,Supplementary Table 1,2327,MG1655,4000292,4001056
yiaM:3744328-3744801:+,yiaM,NC_000913.3,3744327,3744801,+,474,Supplementary Table 1,2328,MG1655,3744328,3744801
guaC:113444-114487:+,guaC,NC_000913.3,113443,114487,+,1044,Supplementary Table 1,2329,MG1655,113444,114487
ilvM:3952201-3952464:+,ilvM,NC_000913.3,3952200,3952464,+,264,Supplementary Table 1,2330,MG1655,3952201,3952464
azoR:1482255-1482860:-,azoR,NC_000913.3,1482254,1482860,-,606,Supplementary Table 1,2331,MG1655,1482255,1482860
lptD:54755-57109:-,lptD,NC_000913.3,54754,57109,-,2355,Supplementary Table 1,2332,MG1655,54755,57109
yhbT:3300752-3301276:-,yhbT,NC_000913.3,3300751,3301276,-,525,Supplementary Table 1,2333,MG1655,3300752,3301276
torC:1058084-1059256:+,torC,NC_000913.3,1058083,1059256,+,1173,Supplementary Table 1,2334,MG1655,1058084,1059256
yeaM:1874755-1875576:-,yeaM,NC_000913.3,1874754,1875576,-,822,Supplementary Table 1,2335,MG1655,1874755,1875576
acrA:484426-485619:-,acrA,NC_000913.3,484425,485619,-,1194,Supplementary Table 1,2336,MG1655,484426,485619
ybgI:742827-743570:+,ybgI,NC_000913.3,742826,743570,+,744,Supplementary Table 1,2337,MG1655,742827,743570
yfbU:2412100-2412594:-,yfbU,NC_000913.3,2412099,2412594,-,495,Supplementary Table 1,2338,MG1655,2412100,2412594
yqhA:3148977-3149471:-,yqhA,NC_000913.3,3148976,3149471,-,495,Supplementary Table 1,2339,MG1655,3148977,3149471
astA:1829731-1830765:-,astA,NC_000913.3,1829730,1830765,-,1035,Supplementary Table 1,2340,MG1655,1829731,1830765
speF:718262-720460:-,speF,NC_000913.3,718261,720460,-,2199,Supplementary Table 1,2341,MG1655,718262,720460
ycbZ:1016539-1018299:-,ycbZ,NC_000913.3,1016538,1018299,-,1761,Supplementary Table 1,2342,MG1655,1016539,1018299
ycbJ:971752-972645:+,ycbJ,NC_000913.3,971751,972645,+,894,Supplementary Table 1,2343,MG1655,971752,972645
rrlB:4168641-4171544:+,rrlB,NC_000913.3,4168640,4171544,+,2904,Supplementary Table 1,2344,MG1655,4168641,4171544
tonB:1311089-1311808:+,tonB,NC_000913.3,1311088,1311808,+,720,Supplementary Table 1,2345,MG1655,1311089,1311808
ycgR:1243793-1244527:-,ycgR,NC_000913.3,1243792,1244527,-,735,Supplementary Table 1,2346,MG1655,1243793,1244527
zntA:3606451-3608649:+,zntA,NC_000913.3,3606450,3608649,+,2199,Supplementary Table 1,2347,MG1655,3606451,3608649
yacL:134388-134750:+,yacL,NC_000913.3,134387,134750,+,363,Supplementary Table 1,2348,MG1655,134388,134750
entB:627694-628551:+,entB,NC_000913.3,627693,628551,+,858,Supplementary Table 1,2349,MG1655,627694,628551
rpsI:3377815-3378207:-,rpsI,NC_000913.3,3377814,3378207,-,393,Supplementary Table 1,2350,MG1655,3377815,3378207
aas:2973855-2976014:-,aas,NC_000913.3,2973854,2976014,-,2160,Supplementary Table 1,2351,MG1655,2973855,2976014
dnaN:3881221-3882321:-,dnaN,NC_000913.3,3881220,3882321,-,1101,Supplementary Table 1,2352,MG1655,3881221,3882321
ydhJ:1721264-1722121:+,ydhJ,NC_000913.3,1721263,1722121,+,858,Supplementary Table 1,2353,MG1655,1721264,1722121
fdhD:4086016-4086849:+,fdhD,NC_000913.3,4086015,4086849,+,834,Supplementary Table 1,2354,MG1655,4086016,4086849
aroP:120178-121551:-,aroP,NC_000913.3,120177,121551,-,1374,Supplementary Table 1,2355,MG1655,120178,121551
bfd:3466797-3466991:-,bfd,NC_000913.3,3466796,3466991,-,195,Supplementary Table 1,2356,MG1655,3466797,3466991
prlF:3277002-3277337:+,prlF,NC_000913.3,3277001,3277337,+,336,Supplementary Table 1,2357,MG1655,3277002,3277337
ydcL:1502457-1503125:+,ydcL,NC_000913.3,1502456,1503125,+,669,Supplementary Table 1,2358,MG1655,1502457,1503125
ygeK:2994460-2995092:-,ygeK,NC_000913.3,2994459,2995092,-,633,Supplementary Table 1,2359,MG1655,2994460,2995092
fadM:464402-464800:+,fadM,NC_000913.3,464401,464800,+,399,Supplementary Table 1,2360,MG1655,464402,464800
yfjT:2771148-2771615:+,yfjT,NC_000913.3,2771147,2771615,+,468,Supplementary Table 1,2361,MG1655,2771148,2771615
narV:1535937-1536617:-,narV,NC_000913.3,1535936,1536617,-,681,Supplementary Table 1,2362,MG1655,1535937,1536617
moaE:819295-819747:+,moaE,NC_000913.3,819294,819747,+,453,Supplementary Table 1,2363,MG1655,819295,819747
ybeD:662379-662642:-,ybeD,NC_000913.3,662378,662642,-,264,Supplementary Table 1,2364,MG1655,662379,662642
ysaB:3725413-3725712:-,ysaB,NC_000913.3,3725412,3725712,-,300,Supplementary Table 1,2365,MG1655,3725413,3725712
cdd:2231844-2232728:+,cdd,NC_000913.3,2231843,2232728,+,885,Supplementary Table 1,2366,MG1655,2231844,2232728
yhbO:3298974-3299492:+,yhbO,NC_000913.3,3298973,3299492,+,519,Supplementary Table 1,2367,MG1655,3298974,3299492
flhE:1962580-1962972:-,flhE,NC_000913.3,1962579,1962972,-,393,Supplementary Table 1,2368,MG1655,1962580,1962972
prfH:253702-254202:+,prfH,NC_000913.3,253701,254202,+,501,Supplementary Table 1,2369,MG1655,253702,254202
fumA:1686731-1688377:-,fumA,NC_000913.3,1686730,1688377,-,1647,Supplementary Table 1,2370,MG1655,1686731,1688377
galU:1291457-1292365:+,galU,NC_000913.3,1291456,1292365,+,909,Supplementary Table 1,2371,MG1655,1291457,1292365
hydN:2837578-2838105:-,hydN,NC_000913.3,2837577,2838105,-,528,Supplementary Table 1,2372,MG1655,2837578,2838105
araC:70387-71265:+,araC,NC_000913.3,70386,71265,+,879,Supplementary Table 1,2373,MG1655,70387,71265
ltaE:908293-909294:-,ltaE,NC_000913.3,908292,909294,-,1002,Supplementary Table 1,2374,MG1655,908293,909294
chaB:1272119-1272349:+,chaB,NC_000913.3,1272118,1272349,+,231,Supplementary Table 1,2375,MG1655,1272119,1272349
osmF:2218564-2219481:-,osmF,NC_000913.3,2218563,2219481,-,918,Supplementary Table 1,2376,MG1655,2218564,2219481
chaC:1272507-1273202:+,chaC,NC_000913.3,1272506,1273202,+,696,Supplementary Table 1,2377,MG1655,1272507,1273202
yjhZ:4534430-4534675:-,yjhZ,NC_000913.3,4534429,4534675,-,246,Supplementary Table 1,2378,MG1655,4534430,4534675
phnJ:4318761-4319606:-,phnJ,NC_000913.3,4318760,4319606,-,846,Supplementary Table 1,2379,MG1655,4318761,4319606
fixX:45463-45750:+,fixX,NC_000913.3,45462,45750,+,288,Supplementary Table 1,2380,MG1655,45463,45750
cpdA:3176006-3176833:-,cpdA,NC_000913.3,3176005,3176833,-,828,Supplementary Table 1,2381,MG1655,3176006,3176833
pyrE:3815127-3815768:-,pyrE,NC_000913.3,3815126,3815768,-,642,Supplementary Table 1,2382,MG1655,3815127,3815768
ebgR:3221466-3222449:+,ebgR,NC_000913.3,3221465,3222449,+,984,Supplementary Table 1,2383,MG1655,3221466,3222449
prfC:4609414-4611003:+,prfC,NC_000913.3,4609413,4611003,+,1590,Supplementary Table 1,2384,MG1655,4609414,4611003
metA:4214280-4215209:+,metA,NC_000913.3,4214279,4215209,+,930,Supplementary Table 1,2385,MG1655,4214280,4215209
eutS:2575470-2575805:-,eutS,NC_000913.3,2575469,2575805,-,336,Supplementary Table 1,2386,MG1655,2575470,2575805
xdhC:3003489-3003968:+,xdhC,NC_000913.3,3003488,3003968,+,480,Supplementary Table 1,2387,MG1655,3003489,3003968
ybfI:716721-716870:-,ybfI,NC_000913.3,716720,716870,-,150,Supplementary Table 1,2388,MG1655,716721,716870
fucO:2931865-2933013:-,fucO,NC_000913.3,2931864,2933013,-,1149,Supplementary Table 1,2389,MG1655,2931865,2933013
apaH:50380-51222:-,apaH,NC_000913.3,50379,51222,-,843,Supplementary Table 1,2390,MG1655,50380,51222
mukB:976326-980786:+,mukB,NC_000913.3,976325,980786,+,4461,Supplementary Table 1,2391,MG1655,976326,980786
rfbB:2111976-2113061:-,rfbB,NC_000913.3,2111975,2113061,-,1086,Supplementary Table 1,2392,MG1655,2111976,2113061
ispE:1262026-1262877:-,ispE,NC_000913.3,1262025,1262877,-,852,Supplementary Table 1,2393,MG1655,1262026,1262877
rplI:4426108-4426557:+,rplI,NC_000913.3,4426107,4426557,+,450,Supplementary Table 1,2394,MG1655,4426108,4426557
sad:1613315-1614703:-,sad,NC_000913.3,1613314,1614703,-,1389,Supplementary Table 1,2395,MG1655,1613315,1614703
modF:792316-793788:-,modF,NC_000913.3,792315,793788,-,1473,Supplementary Table 1,2396,MG1655,792316,793788
glnL:4055290-4056339:-,glnL,NC_000913.3,4055289,4056339,-,1050,Supplementary Table 1,2397,MG1655,4055290,4056339
ppx:2625115-2626656:+,ppx,NC_000913.3,2625114,2626656,+,1542,Supplementary Table 1,2398,MG1655,2625115,2626656
asnB:697513-699177:-,asnB,NC_000913.3,697512,699177,-,1665,Supplementary Table 1,2399,MG1655,697513,699177
ygeR:2999136-2999891:-,ygeR,NC_000913.3,2999135,2999891,-,756,Supplementary Table 1,2400,MG1655,2999136,2999891
ilvA:3955331-3956875:+,ilvA,NC_000913.3,3955330,3956875,+,1545,Supplementary Table 1,2401,MG1655,3955331,3956875
ymfE:1197533-1198237:-,ymfE,NC_000913.3,1197532,1198237,-,705,Supplementary Table 1,2402,MG1655,1197533,1198237
yeiE:2248737-2249618:-,yeiE,NC_000913.3,2248736,2249618,-,882,Supplementary Table 1,2403,MG1655,2248737,2249618
oweS:2472878-2473585:-,oweS,NC_000913.3,2472877,2473585,-,708,Supplementary Table 1,2404,MG1655,2472878,2473585
metR:4011863-4012816:-,metR,NC_000913.3,4011862,4012816,-,954,Supplementary Table 1,2405,MG1655,4011863,4012816
yfjY:2776386-2776868:+,yfjY,NC_000913.3,2776385,2776868,+,483,Supplementary Table 1,2406,MG1655,2776386,2776868
pabA:3490266-3490829:-,pabA,NC_000913.3,3490265,3490829,-,564,Supplementary Table 1,2407,MG1655,3490266,3490829
yjhP:4532437-4533183:-,yjhP,NC_000913.3,4532436,4533183,-,747,Supplementary Table 1,2408,MG1655,4532437,4533183
ybbA:519733-520419:+,ybbA,NC_000913.3,519732,520419,+,687,Supplementary Table 1,2409,MG1655,519733,520419
rhmA:2358042-2358845:-,rhmA,NC_000913.3,2358041,2358845,-,804,Supplementary Table 1,2410,MG1655,2358042,2358845
yobH:1908925-1909164:+,yobH,NC_000913.3,1908924,1909164,+,240,Supplementary Table 1,2411,MG1655,1908925,1909164
rutA:1072863-1074011:-,rutA,NC_000913.3,1072862,1074011,-,1149,Supplementary Table 1,2412,MG1655,1072863,1074011
yifE:3948086-3948424:+,yifE,NC_000913.3,3948085,3948424,+,339,Supplementary Table 1,2413,MG1655,3948086,3948424
ybiU:857796-859061:-,ybiU,NC_000913.3,857795,859061,-,1266,Supplementary Table 1,2414,MG1655,857796,859061
yfeX:2549646-2550545:-,yfeX,NC_000913.3,2549645,2550545,-,900,Supplementary Table 1,2415,MG1655,2549646,2550545
yheT:3483202-3484224:+,yheT,NC_000913.3,3483201,3484224,+,1023,Supplementary Table 1,2416,MG1655,3483202,3484224
glpA:2352647-2354275:+,glpA,NC_000913.3,2352646,2354275,+,1629,Supplementary Table 1,2417,MG1655,2352647,2354275
ppa:4449122-4449652:-,ppa,NC_000913.3,4449121,4449652,-,531,Supplementary Table 1,2418,MG1655,4449122,4449652
rttR:1287066-1287236:-,rttR,NC_000913.3,1287065,1287236,-,171,Supplementary Table 1,2419,MG1655,1287066,1287236
ypjI:2775545-2775816:+,ypjI,NC_000913.3,2775544,2775816,+,272,Supplementary Table 1,2420,MG1655,2775545,2775816
gltV:4209774-4209849:+,gltV,NC_000913.3,4209773,4209849,+,76,Supplementary Table 1,2421,MG1655,4209774,4209849
mltD:232597-233955:-,mltD,NC_000913.3,232596,233955,-,1359,Supplementary Table 1,2422,MG1655,232597,233955
fadL:2461306-2462646:+,fadL,NC_000913.3,2461305,2462646,+,1341,Supplementary Table 1,2423,MG1655,2461306,2462646
sapF:1351828-1352634:-,sapF,NC_000913.3,1351827,1352634,-,807,Supplementary Table 1,2424,MG1655,1351828,1352634
tolC:3178115-3179596:+,tolC,NC_000913.3,3178114,3179596,+,1482,Supplementary Table 1,2425,MG1655,3178115,3179596
napB:2298269-2298718:-,napB,NC_000913.3,2298268,2298718,-,450,Supplementary Table 1,2426,MG1655,2298269,2298718
proY:420986-422359:+,proY,NC_000913.3,420985,422359,+,1374,Supplementary Table 1,2427,MG1655,420986,422359
ygaM:2800146-2800475:+,ygaM,NC_000913.3,2800145,2800475,+,330,Supplementary Table 1,2428,MG1655,2800146,2800475
lsrA:1601490-1603025:+,lsrA,NC_000913.3,1601489,1603025,+,1536,Supplementary Table 1,2429,MG1655,1601490,1603025
yahK:342884-343933:+,yahK,NC_000913.3,342883,343933,+,1050,Supplementary Table 1,2430,MG1655,342884,343933
agaV:3280217-3280690:+,agaV,NC_000913.3,3280216,3280690,+,474,Supplementary Table 1,2431,MG1655,3280217,3280690
glcF:3124236-3125459:-,glcF,NC_000913.3,3124235,3125459,-,1224,Supplementary Table 1,2432,MG1655,3124236,3125459
mobB:4040906-4041433:-,mobB,NC_000913.3,4040905,4041433,-,528,Supplementary Table 1,2433,MG1655,4040906,4041433
yjjI:4615515-4617065:-,yjjI,NC_000913.3,4615514,4617065,-,1551,Supplementary Table 1,2434,MG1655,4615515,4617065
pepA:4484440-4485951:-,pepA,NC_000913.3,4484439,4485951,-,1512,Supplementary Table 1,2435,MG1655,4484440,4485951
recG:3825210-3827291:+,recG,NC_000913.3,3825209,3827291,+,2082,Supplementary Table 1,2436,MG1655,3825210,3827291
serB:4624895-4625863:+,serB,NC_000913.3,4624894,4625863,+,969,Supplementary Table 1,2437,MG1655,4624895,4625863
yijD:4161771-4162130:+,yijD,NC_000913.3,4161770,4162130,+,360,Supplementary Table 1,2438,MG1655,4161771,4162130
acpH:424337-424918:-,acpH,NC_000913.3,424336,424918,-,582,Supplementary Table 1,2439,MG1655,424337,424918
ileX:3215598-3215673:+,ileX,NC_000913.3,3215597,3215673,+,76,Supplementary Table 1,2440,MG1655,3215598,3215673
fliC:2002110-2003606:-,fliC,NC_000913.3,2002109,2003606,-,1497,Supplementary Table 1,2441,MG1655,2002110,2003606
paaF:1457497-1458264:+,paaF,NC_000913.3,1457496,1458264,+,768,Supplementary Table 1,2442,MG1655,1457497,1458264
yffS:2564523-2565332:+,yffS,NC_000913.3,2564522,2565332,+,810,Supplementary Table 1,2443,MG1655,2564523,2565332
yjiJ:4561497-4562675:-,yjiJ,NC_000913.3,4561496,4562675,-,1179,Supplementary Table 1,2444,MG1655,4561497,4562675
macB:920347-922293:+,macB,NC_000913.3,920346,922293,+,1947,Supplementary Table 1,2445,MG1655,920347,922293
yecE:1951395-1952213:+,yecE,NC_000913.3,1951394,1952213,+,819,Supplementary Table 1,2446,MG1655,1951395,1952213
fadJ:2457015-2459159:-,fadJ,NC_000913.3,2457014,2459159,-,2145,Supplementary Table 1,2447,MG1655,2457015,2459159
leuP:4606200-4606286:-,leuP,NC_000913.3,4606199,4606286,-,87,Supplementary Table 1,2448,MG1655,4606200,4606286
yhfG:3491453-3491620:-,yhfG,NC_000913.3,3491452,3491620,-,168,Supplementary Table 1,2449,MG1655,3491453,3491620
yiaF:3718334-3719044:-,yiaF,NC_000913.3,3718333,3719044,-,711,Supplementary Table 1,2450,MG1655,3718334,3719044
ybiA:832468-832950:-,ybiA,NC_000913.3,832467,832950,-,483,Supplementary Table 1,2451,MG1655,832468,832950
yciU:1306821-1307150:-,yciU,NC_000913.3,1306820,1307150,-,330,Supplementary Table 1,2452,MG1655,1306821,1307150
ymcE:1051847-1052077:+,ymcE,NC_000913.3,1051846,1052077,+,231,Supplementary Table 1,2453,MG1655,1051847,1052077
yafY:266110-266553:-,yafY,NC_000913.3,266109,266553,-,444,Supplementary Table 1,2454,MG1655,266110,266553
zapD:111856-112599:-,zapD,NC_000913.3,111855,112599,-,744,Supplementary Table 1,2455,MG1655,111856,112599
ybfE:711605-711898:-,ybfE,NC_000913.3,711604,711898,-,294,Supplementary Table 1,2456,MG1655,711605,711898
yedE:2008277-2009482:+,yedE,NC_000913.3,2008276,2009482,+,1206,Supplementary Table 1,2457,MG1655,2008277,2009482
nudF:3177281-3177910:-,nudF,NC_000913.3,3177280,3177910,-,630,Supplementary Table 1,2458,MG1655,3177281,3177910
omrA:2976102-2976189:-,omrA,NC_000913.3,2976101,2976189,-,88,Supplementary Table 1,2459,MG1655,2976102,2976189
vsr:2030448-2030918:-,vsr,NC_000913.3,2030447,2030918,-,471,Supplementary Table 1,2460,MG1655,2030448,2030918
tufA:3470145-3471329:-,tufA,NC_000913.3,3470144,3471329,-,1185,Supplementary Table 1,2461,MG1655,3470145,3471329
rsxA:1705767-1706348:+,rsxA,NC_000913.3,1705766,1706348,+,582,Supplementary Table 1,2462,MG1655,1705767,1706348
gltL:684530-685255:-,gltL,NC_000913.3,684529,685255,-,726,Supplementary Table 1,2463,MG1655,684530,685255
ydfA:1648508-1648663:+,ydfA,NC_000913.3,1648507,1648663,+,156,Supplementary Table 1,2464,MG1655,1648508,1648663
pdxH:1717351-1718007:-,pdxH,NC_000913.3,1717350,1718007,-,657,Supplementary Table 1,2465,MG1655,1717351,1718007
araG:1983555-1985069:-,araG,NC_000913.3,1983554,1985069,-,1515,Supplementary Table 1,2466,MG1655,1983555,1985069
metI:220968-221621:-,metI,NC_000913.3,220967,221621,-,654,Supplementary Table 1,2467,MG1655,220968,221621
ygjR:3237311-3238297:+,ygjR,NC_000913.3,3237310,3238297,+,987,Supplementary Table 1,2468,MG1655,3237311,3238297
smpB:2754896-2755378:+,smpB,NC_000913.3,2754895,2755378,+,483,Supplementary Table 1,2469,MG1655,2754896,2755378
menI:1765222-1765632:-,menI,NC_000913.3,1765221,1765632,-,411,Supplementary Table 1,2470,MG1655,1765222,1765632
asmA:2139759-2141612:-,asmA,NC_000913.3,2139758,2141612,-,1854,Supplementary Table 1,2471,MG1655,2139759,2141612
yebB:1946251-1946853:+,yebB,NC_000913.3,1946250,1946853,+,603,Supplementary Table 1,2472,MG1655,1946251,1946853
yhjH:3678420-3679187:-,yhjH,NC_000913.3,3678419,3679187,-,768,Supplementary Table 1,2473,MG1655,3678420,3679187
rpe:3514382-3515059:-,rpe,NC_000913.3,3514381,3515059,-,678,Supplementary Table 1,2474,MG1655,3514382,3515059
ybaM:490110-490271:-,ybaM,NC_000913.3,490109,490271,-,162,Supplementary Table 1,2475,MG1655,490110,490271
pspA:1368079-1368747:+,pspA,NC_000913.3,1368078,1368747,+,669,Supplementary Table 1,2476,MG1655,1368079,1368747
insN:270278-270535:+,insN,NC_000913.3,270277,270535,+,258,Supplementary Table 1,2477,MG1655,270278,270535
insN:271764-272189:+,insN,NC_000913.3,271763,272189,+,426,Supplementary Table 1,2478,MG1655,271764,272189
purF:2428721-2430238:-,purF,NC_000913.3,2428720,2430238,-,1518,Supplementary Table 1,2479,MG1655,2428721,2430238
glnX:696430-696504:-,glnX,NC_000913.3,696429,696504,-,75,Supplementary Table 1,2480,MG1655,696430,696504
ycbV:1003439-1003954:+,ycbV,NC_000913.3,1003438,1003954,+,516,Supplementary Table 1,2481,MG1655,1003439,1003954
yigI:4004230-4004697:-,yigI,NC_000913.3,4004229,4004697,-,468,Supplementary Table 1,2482,MG1655,4004230,4004697
nusG:4177743-4178288:+,nusG,NC_000913.3,4177742,4178288,+,546,Supplementary Table 1,2483,MG1655,4177743,4178288
pheV:3110366-3110441:+,pheV,NC_000913.3,3110365,3110441,+,76,Supplementary Table 1,2484,MG1655,3110366,3110441
tauC:386971-387798:+,tauC,NC_000913.3,386970,387798,+,828,Supplementary Table 1,2485,MG1655,386971,387798
yheV:3478592-3478792:-,yheV,NC_000913.3,3478591,3478792,-,201,Supplementary Table 1,2486,MG1655,3478592,3478792
ychA:1267320-1268129:+,ychA,NC_000913.3,1267319,1268129,+,810,Supplementary Table 1,2487,MG1655,1267320,1268129
argZ:2818059-2818135:-,argZ,NC_000913.3,2818058,2818135,-,77,Supplementary Table 1,2488,MG1655,2818059,2818135
ygjV:3241193-3241744:-,ygjV,NC_000913.3,3241192,3241744,-,552,Supplementary Table 1,2489,MG1655,3241193,3241744
yihI:4051347-4051856:+,yihI,NC_000913.3,4051346,4051856,+,510,Supplementary Table 1,2490,MG1655,4051347,4051856
pabC:1153300-1154109:+,pabC,NC_000913.3,1153299,1154109,+,810,Supplementary Table 1,2491,MG1655,1153300,1154109
thiH:4190735-4191868:-,thiH,NC_000913.3,4190734,4191868,-,1134,Supplementary Table 1,2492,MG1655,4190735,4191868
ydfB:1648665-1648793:+,ydfB,NC_000913.3,1648664,1648793,+,129,Supplementary Table 1,2493,MG1655,1648665,1648793
